Genome ID,Genome Name,Other Names,Family,Genus,Species,Strain,Serovar,Segment,Subtype,H5 Clade,Clade,Subclade,Completion Date,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Size,GC Content,Collection Date,Collection Year,Geographic Group,Geographic Location,Host Name,Host Common Name,Host Group,Date Inserted,Date Modified
11320.59218,Influenza A virus A/cattle/USA/24-013021-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-009/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390798,,SRR29040291,,2151,44.397953,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.706Z,2024-06-09T23:01:08.706Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.805Z,2024-06-09T23:01:08.805Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-009/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-009/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390798,,SRR29040291,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.308Z,2024-06-09T23:01:08.308Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,1410,44.042553,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.604Z,2024-06-09T23:01:08.604Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,982,49.6945,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.504Z,2024-06-09T23:01:08.504Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:08.903Z,2024-06-09T23:01:08.903Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.101Z,2024-06-09T23:01:09.101Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,2274,42.436237,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.392Z,2024-06-09T23:01:09.392Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.686Z,2024-06-09T23:01:09.686Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.587Z,2024-06-09T23:01:09.587Z
11320.59219,Influenza A virus A/cattle/USA/24-013021-008/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-008/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390797,,SRR29040292,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.003Z,2024-06-09T23:01:09.003Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,1410,43.97163,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.489Z,2024-06-09T23:01:09.489Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,982,49.6945,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.198Z,2024-06-09T23:01:09.198Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.294Z,2024-06-09T23:01:09.294Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.885Z,2024-06-09T23:01:09.885Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,2274,42.48021,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.785Z,2024-06-09T23:01:09.785Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:09.981Z,2024-06-09T23:01:09.981Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-007/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-007/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390796,,SRR29040293,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.274Z,2024-06-09T23:01:10.274Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,982,49.6945,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.076Z,2024-06-09T23:01:10.076Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.878Z,2024-06-09T23:01:10.878Z
11320.5922,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,1410,44.042553,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.174Z,2024-06-09T23:01:10.174Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.369Z,2024-06-09T23:01:10.369Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.989Z,2024-06-09T23:01:10.989Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.778Z,2024-06-09T23:01:10.778Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,2274,42.48021,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.578Z,2024-06-09T23:01:10.578Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-006/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-006/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390795,,SRR29040294,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.467Z,2024-06-09T23:01:10.467Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,982,49.6945,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:10.677Z,2024-06-09T23:01:10.677Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.781Z,2024-06-09T23:01:11.781Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,1410,44.042553,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.084Z,2024-06-09T23:01:11.084Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.277Z,2024-06-09T23:01:11.277Z
11320.59221,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.180Z,2024-06-09T23:01:11.180Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.685Z,2024-06-09T23:01:11.685Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.373Z,2024-06-09T23:01:11.373Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-005/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-005/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390794,,SRR29040295,,2274,42.48021,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.491Z,2024-06-09T23:01:11.491Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,982,49.6945,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.591Z,2024-06-09T23:01:11.591Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.880Z,2024-06-09T23:01:11.880Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,1410,44.042553,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:11.974Z,2024-06-09T23:01:11.974Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:12.373Z,2024-06-09T23:01:12.373Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:12.177Z,2024-06-09T23:01:12.177Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,2274,42.524185,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:12.077Z,2024-06-09T23:01:12.077Z
11320.59222,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,2151,44.351463,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:12.667Z,2024-06-09T23:01:12.667Z
11320.59223,Influenza A virus A/cattle/USA/24-013021-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013021-004/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41390793,,SRR29040296,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-09T23:01:12.273Z,2024-06-09T23:01:12.273Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,1704,41.725353,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.469Z,2024-06-10T00:00:59.469Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,982,49.796333,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.170Z,2024-06-10T00:00:59.170Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:58.848Z,2024-06-10T00:00:58.848Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,1410,43.97163,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.054Z,2024-06-10T00:00:59.054Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.363Z,2024-06-10T00:00:59.363Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,2151,44.444443,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.879Z,2024-06-10T00:00:59.879Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,2274,42.39226,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.780Z,2024-06-10T00:00:59.780Z
11320.59439,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,1704,41.90141,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.077Z,2024-06-10T00:01:00.077Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-002/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-002/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489083,,SRR29182380,,2280,45.438595,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.175Z,2024-06-10T00:01:00.175Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,982,49.796333,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.270Z,2024-06-10T00:00:59.270Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,1410,44.042553,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.579Z,2024-06-10T00:00:59.579Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,838,45.823387,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.979Z,2024-06-10T00:00:59.979Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,1497,47.62859,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:00:59.681Z,2024-06-10T00:00:59.681Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,3,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,2151,44.397953,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.378Z,2024-06-10T00:01:00.378Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,2274,42.348286,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.278Z,2024-06-10T00:01:00.278Z
11320.5944,Influenza A virus A/cattle/USA/24-013395-001/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013395-001/2024,,1,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489082,,SRR29182381,,2280,45.394737,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.478Z,2024-06-10T00:01:00.478Z
11320.5944,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,4,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,1704,41.78404,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.870Z,2024-06-10T00:01:00.870Z
11320.5944,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,7,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,982,49.796333,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.575Z,2024-06-10T00:01:00.575Z
11320.59441,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,6,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,1410,43.97163,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.673Z,2024-06-10T00:01:00.673Z
11320.59441,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,8,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,838,45.704056,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.769Z,2024-06-10T00:01:00.769Z
11320.59441,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,5,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,1497,47.56179,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:01.166Z,2024-06-10T00:01:01.166Z
11320.59441,Influenza A virus A/cattle/USA/24-013393-004/2024,,Orthomyxoviridae,Alphainfluenzavirus,Alphainfluenzavirus influenzae,A/cattle/USA/24-013393-004/2024,,2,H5N1,2.3.4.4b,,B3.13,,PRJNA1102327,SAMN41489081,,SRR29182382,,2274,42.348286,2024,2024,North America,USA,cattle,Cow,Nonhuman Mammal,2024-06-10T00:01:00.966Z,2024-06-10T00:01:00.966Z
